2024-06-22 17:45:14.889289|INFO    |ServerLibPriv |   |TeamSpeak 3 Server 3.13.7 (2022-06-20 12:21:53)
2024-06-22 17:45:14.891287|INFO    |ServerLibPriv |   |SystemInformation: Windows 10 (19045) x64 (AMD or Intel) Binary: 64bit
2024-06-22 17:45:14.891287|INFO    |ServerLibPriv |   |Using hardware aes
2024-06-22 17:45:14.951287|INFO    |DatabaseQuery |   |dbPlugin name:    SQLite3 plugin, Version 3, (c)TeamSpeak Systems GmbH
2024-06-22 17:45:14.951287|INFO    |DatabaseQuery |   |dbPlugin version: 3.11.1
2024-06-22 17:45:14.953290|INFO    |DatabaseQuery |   |checking database integrity (may take a while)
2024-06-22 17:45:15.137286|WARNING |Accounting    |   |Unable to open licensekey.dat, falling back to limited functionality
2024-06-22 17:45:15.152286|INFO    |Accounting    |   |Licensing Information
2024-06-22 17:45:15.152286|INFO    |Accounting    |   |licensed to       : Anonymous
2024-06-22 17:45:15.152286|INFO    |Accounting    |   |type              : No License
2024-06-22 17:45:15.152286|INFO    |Accounting    |   |starting date     : Tue Feb  1 00:00:00 2022
2024-06-22 17:45:15.152286|INFO    |Accounting    |   |ending date       : Thu Jul  1 00:00:00 2027
2024-06-22 17:45:15.152286|INFO    |Accounting    |   |max virtualservers: 1
2024-06-22 17:45:15.152286|INFO    |Accounting    |   |max slots         : 32
2024-06-22 17:45:16.639286|INFO    |              |   |Puzzle precompute time: 1448
2024-06-22 17:45:16.651286|INFO    |FileManager   |   |listening on 0.0.0.0:30033, [::]:30033
2024-06-22 17:45:16.673286|INFO    |Query         |   |Using a query thread pool size of 2
2024-06-22 17:45:16.908327|INFO    |Query         |   |listening for query on 0.0.0.0:10011, [::]:10011
2024-06-22 17:45:16.933325|INFO    |Query         |   |listening for ssh query on 0.0.0.0:10022, [::]:10022
2024-06-22 17:45:16.933325|INFO    |Query         |   |listening for http query on 0.0.0.0:10080, [::]:10080
2024-06-22 17:45:16.946325|INFO    |CIDRManager   |   |updated query_ip_allowlist ips: 127.0.0.1/32, ::1/128, 
2024-06-22 17:55:16.821269|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-22 17:55:20.123138|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
